Event timestamp,Event ID,Event type,Calling object,Calling object identity hashcode,Method return type,Method name,Method call depth,Method parameters number,Parameters types,Parameters values
1540848837004,1685538367,call,NA,NA,void,javax.swing.UIManager.setLookAndFeel,1,1,java.lang.String,javax.swing.plaf.nimbus.NimbusLookAndFeel
1540848837004,1685538367,return,NA,0,NA,NA,NA,NA,NA,NA
1540848837066,1940447180,call,NA,NA,class java.lang.Runtime,java.lang.Runtime.getRuntime,1,0,NA,NA
1540848837067,1940447180,return,java.lang.Runtime@7e774085,0,NA,NA,NA,NA,NA,NA
1540848837067,1066376662,call,NA,NA,class java.lang.Runtime,javachat.JavaChat$1.<init>,1,0,NA,NA
1540848837069,183264084,call,NA,NA,class java.lang.Runtime,javachat.JavaChat$1.<clinit>,2,0,NA,NA
1540848837069,183264084,return,NA,0,NA,NA,NA,NA,NA,NA
1540848837069,476402209,call,NA,NA,class java.lang.Runtime,javachat.JavaChat$1.<init>,2,0,NA,NA
1540848837069,1490180672,call,Thread[Thread-1comma5commamain],460332449,class java.lang.Runtime,javachat.JavaChat$1.<init>,2,0,NA,NA
1540848837069,1919892312,call,Thread[Thread-1comma5commamain],460332449,class java.lang.Runtime,javachat.JavaChat$1.<init>,3,0,NA,NA
1540848837069,1919892312,return,NA,460332449,NA,NA,NA,NA,NA,NA
1540848837067,1066376662,return,Thread[Thread-1comma5commamain],460332449,NA,NA,NA,NA,NA,NA
1540848837069,1143839598,call,java.lang.Runtime@7e774085,2121744517,void,java.lang.Runtime.addShutdownHook,1,1,javachat.JavaChat$1,Thread[Thread-1comma5commamain]
1540848837070,1143839598,return,NA,2121744517,NA,NA,NA,NA,NA,NA
1540848837070,250075633,call,NA,NA,void,javachat.JavaChat$2.<init>,1,0,NA,NA
1540848837071,358699161,call,NA,NA,void,javachat.JavaChat$2.<clinit>,2,0,NA,NA
1540848837071,358699161,return,NA,0,NA,NA,NA,NA,NA,NA
1540848837072,517938326,call,NA,NA,void,javachat.JavaChat$2.<init>,2,0,NA,NA
1540848837072,914424520,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.<init>,2,0,NA,NA
1540848837072,425918570,call,javachat.JavaChat$2@6996db8,110718392,void,java.lang.Runnable.<init>,3,0,NA,NA
1540848837072,2143192188,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.<init>,3,0,NA,NA
1540848837072,2143192188,return,NA,110718392,NA,NA,NA,NA,NA,NA
1540848837070,250075633,return,javachat.JavaChat$2@6996db8,110718392,NA,NA,NA,NA,NA,NA
1540848837072,1100439041,call,NA,NA,void,java.awt.EventQueue.invokeLater,1,1,javachat.JavaChat$2,javachat.JavaChat$2@6996db8
1540848837073,1100439041,return,NA,0,NA,NA,NA,NA,NA,NA
1540848836856,1867083167,return,NA,0,NA,NA,NA,NA,NA,NA
1540848837077,494908563,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.run,0,0,NA,NA
1540848837077,1547878056,call,NA,NA,void,javachat.ui.ChatWindow.<init>,1,0,NA,NA
1540848837189,225423708,call,NA,NA,void,javachat.ui.ChatWindow.<clinit>,2,0,NA,NA
1540848837189,225423708,return,NA,0,NA,NA,NA,NA,NA,NA
1540848837189,1842628430,call,NA,NA,void,javachat.ui.ChatWindow.<init>,2,0,NA,NA
1540848837222,1478835701,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.<init>,2,0,NA,NA
1540848837223,307286742,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.<init>,3,0,NA,NA
1540848837223,1667997692,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.initComponents,4,0,NA,NA
1540848837223,1559907744,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.initComponents,5,0,NA,NA
1540848837224,286523594,call,NA,NA,void,javax.swing.ButtonGroup.<init>,6,0,NA,NA
1540848837224,286523594,return,javax.swing.ButtonGroup@5c6a65c,0,NA,NA,NA,NA,NA,NA
1540848837224,980241767,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.buttonGroupModeType,6,1,javax.swing.ButtonGroup,javax.swing.ButtonGroup@5c6a65c
1540848837224,980241767,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837225,888443079,call,NA,NA,void,javax.swing.JRadioButton.<init>,6,0,NA,NA
1540848837225,888443079,return,javax.swing.JRadioButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@35937673commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=falsecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=],0,NA,NA,NA,NA,NA,NA
1540848837229,1707414483,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jRadioButtonServer,6,1,javax.swing.JRadioButton,javax.swing.JRadioButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@35937673commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=falsecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=]
1540848837229,1707414483,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837229,1965544708,call,NA,NA,void,javax.swing.JRadioButton.<init>,6,0,NA,NA
1540848837229,1965544708,return,javax.swing.JRadioButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@4eede6afcommaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=falsecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=],0,NA,NA,NA,NA,NA,NA
1540848837230,1625498095,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jRadioButtonClient,6,1,javax.swing.JRadioButton,javax.swing.JRadioButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@4eede6afcommaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=falsecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=]
1540848837230,1625498095,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837230,762707371,call,NA,NA,void,javax.swing.JLabel.<init>,6,0,NA,NA
1540848837230,762707371,return,javax.swing.JLabel[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@66b192f4commaflags=8388608commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commahorizontalAlignment=LEADINGcommahorizontalTextPosition=TRAILINGcommaiconTextGap=4commalabelFor=commatext=commaverticalAlignment=CENTERcommaverticalTextPosition=CENTER],0,NA,NA,NA,NA,NA,NA
1540848837231,1195952147,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jLabelHost,6,1,javax.swing.JLabel,javax.swing.JLabel[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@66b192f4commaflags=8388608commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commahorizontalAlignment=LEADINGcommahorizontalTextPosition=TRAILINGcommaiconTextGap=4commalabelFor=commatext=commaverticalAlignment=CENTERcommaverticalTextPosition=CENTER]
1540848837231,1195952147,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837232,1054696780,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1540848837232,1054696780,return,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@122f9719commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
1540848837251,1711678652,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jTextFieldHostname,6,1,javax.swing.JTextField,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@122f9719commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING]
1540848837251,1711678652,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837251,11379414,call,NA,NA,void,javax.swing.JLabel.<init>,6,0,NA,NA
1540848837252,11379414,return,javax.swing.JLabel[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@1132652ecommaflags=8388608commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commahorizontalAlignment=LEADINGcommahorizontalTextPosition=TRAILINGcommaiconTextGap=4commalabelFor=commatext=commaverticalAlignment=CENTERcommaverticalTextPosition=CENTER],0,NA,NA,NA,NA,NA,NA
1540848837252,2144059214,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jLabelPort,6,1,javax.swing.JLabel,javax.swing.JLabel[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@1132652ecommaflags=8388608commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commahorizontalAlignment=LEADINGcommahorizontalTextPosition=TRAILINGcommaiconTextGap=4commalabelFor=commatext=commaverticalAlignment=CENTERcommaverticalTextPosition=CENTER]
1540848837252,2144059214,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837252,675235791,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1540848837253,675235791,return,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@45e9eb0ccommaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
1540848837254,1206971786,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jTextFieldPort,6,1,javax.swing.JTextField,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@45e9eb0ccommaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING]
1540848837254,1206971786,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837254,1700994037,call,NA,NA,void,javax.swing.JToggleButton.<init>,6,0,NA,NA
1540848837254,1700994037,return,javax.swing.JToggleButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@37b039a9commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=truecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=],0,NA,NA,NA,NA,NA,NA
1540848837260,1024132568,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jToggleButtonOnline,6,1,javax.swing.JToggleButton,javax.swing.JToggleButton[comma0comma0comma0x0commainvalidcommaalignmentX=0.0commaalignmentY=0.5commaborder=javax.swing.plaf.synth.SynthBorder@37b039a9commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commadefaultIcon=commadisabledIcon=commadisabledSelectedIcon=commamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commapaintBorder=truecommapaintFocus=truecommapressedIcon=commarolloverEnabled=truecommarolloverIcon=commarolloverSelectedIcon=commaselectedIcon=commatext=]
1540848837260,1024132568,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837260,2102862670,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1540848837260,2102862670,return,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@1633a2commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
1540848837261,920469368,call,javachat.ui.ChatWindow[frame0comma0comma0comma0x0commainvalidcommahiddencommalayout=java.awt.BorderLayoutcommatitle=commaresizablecommanormalcommadefaultCloseOperation=HIDE_ON_CLOSEcommarootPane=javax.swing.JRootPane[comma0comma0comma0x0commainvalidcommalayout=javax.swing.JRootPane$RootLayoutcommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@78e8f8c1commaflags=16777673commamaximumSize=commaminimumSize=commapreferredSize=]commarootPaneCheckingEnabled=true],915371392,void,javachat.ui.ChatWindow.jTextFieldMessage,6,1,javax.swing.JTextField,javax.swing.JTextField[comma0comma0comma0x0commainvalidcommalayout=javax.swing.plaf.basic.BasicTextUI$UpdateHandlercommaalignmentX=0.0commaalignmentY=0.0commaborder=javax.swing.plaf.synth.SynthBorder@1633a2commaflags=288commamaximumSize=commaminimumSize=commapreferredSize=commacaretColor=commadisabledTextColor=DerivedColor(color=142comma143comma145 parent=nimbusDisabledText offsets=0.0comma0.0comma0.0comma0 pColor=142comma143comma145commaeditable=truecommamargin=javax.swing.plaf.InsetsUIResource[top=0commaleft=0commabottom=0commaright=0]commaselectedTextColor=DerivedColor(color=255comma255comma255 parent=nimbusSelectedText offsets=0.0comma0.0comma0.0comma0 pColor=255comma255comma255commaselectionColor=DerivedColor(color=57comma105comma138 parent=nimbusSelectionBackground offsets=0.0comma0.0comma0.0comma0 pColor=57comma105comma138commacolumns=0commacolumnWidth=0commacommand=commahorizontalAlignment=LEADING]
1540848837262,920469368,return,NA,915371392,NA,NA,NA,NA,NA,NA
1540848837262,1402849726,call,NA,NA,void,javax.swing.JScrollPane.<init>,6,0,NA,NA
